360,6
480,6
1200,6
480,6
1080,8
1200,8
7920,76
12120,78
12960,86
12480,86
12960,88
14640,106
19440,136
18720,136
21120,166
28200,198
29760,200
31440,230
52560,385
87000,555
1560,8
1800,10
600,4
2640,20
960,6
1200,10
960,10
3840,32
7800,42
6120,44
6840,48
8280,54
8880,60
7800,68
9360,74
13920,88
14760,92
12720,104
22920,136
